ticker,exchange,assetType,priceCurrency,startDate,endDate
MLVNX,NMFQS,Mutual Fund,USD,2002-12-30,2019-01-10
MLVOX,NMFQS,Mutual Fund,USD,2013-12-06,2020-08-14
MLVPX,NMFQS,Mutual Fund,USD,2013-12-06,2020-08-14
MLVRX,NMFQS,Mutual Fund,USD,2013-12-06,2020-08-14
MLVSX,NMFQS,Mutual Fund,USD,2000-04-28,2019-01-10
MLVTX,NMFQS,Mutual Fund,USD,2013-12-06,2020-08-14
MLVZX,NMFQS,Mutual Fund,USD,2015-01-02,2019-03-05
MLWN,PINK,Stock,USD,2006-12-13,2020-08-14
MLXAX,NMFQS,Mutual Fund,USD,2014-12-24,2020-08-14
MLXCX,NMFQS,Mutual Fund,USD,2014-12-24,2020-08-14
MLXEF,PINK,Stock,USD,2007-04-20,2020-08-14
MLXIX,NMFQS,Mutual Fund,USD,2014-12-24,2020-08-14
MLXO,,Stock,USD,,
MLXSF,OTCGREY,Stock,USD,2017-10-16,2020-08-14
MLYBY,PINK,Stock,USD,2007-07-13,2020-08-14
MLYCF,PINK,Stock,USD,2007-07-13,2020-08-14
MLYF,OTCQB,Stock,USD,2017-09-26,2020-08-14
MLYNF,PINK,Stock,USD,2007-08-24,2020-08-14
MLYSF,PINK,Stock,USD,2020-04-30,2020-08-14
MM,NYSE,Stock,USD,2012-03-29,2015-10-22
MM1,,Stock,USD,,
MM2,NYSE,Stock,USD,,
MMAAX,NMFQS,Mutual Fund,USD,2000-04-28,2020-08-14
MMABX,NMFQS,Mutual Fund,USD,2002-07-01,2020-08-14
MMAC,NASDAQ,Stock,USD,1996-08-30,2020-08-14
MMACX,NMFQS,Mutual Fund,USD,2002-07-01,2020-08-14
MMAFX,NMFQS,Mutual Fund,USD,1988-11-22,2020-08-14
MMAIX,NMFQS,Mutual Fund,USD,2002-06-28,2020-08-14
MMAJX,NMFQS,Mutual Fund,USD,2018-01-17,2020-08-14
MMAN,NASDAQ,Stock,USD,,
MMANX,NMFQS,Mutual Fund,USD,2002-12-30,2020-08-14
MMAPF,PINK,Stock,USD,2001-12-28,2020-08-14
MMAPX,NMFQS,Mutual Fund,USD,2006-04-28,2020-08-14
MMAQX,NMFQS,Mutual Fund,USD,2018-01-17,2020-08-14
MMARX,NMFQS,Mutual Fund,USD,2007-12-18,2020-08-14
MMASX,NMFQS,Mutual Fund,USD,2010-01-04,2020-08-14
MMATF,OTCGREY,Stock,USD,2020-07-29,2020-08-14
MMATX,NMFQS,Mutual Fund,USD,,
MMAVX,NMFQS,Mutual Fund,USD,2010-01-04,2020-08-14
MMAXX,NMFQS,Mutual Fund,USD,,
MMAZX,NMFQS,Mutual Fund,USD,2011-12-07,2020-08-14
MMBAX,NMFQS,Mutual Fund,USD,1997-03-31,2016-06-06
MMBDX,NMFQS,Mutual Fund,USD,1997-12-31,2020-08-14
MMBEX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMBF,PINK,Stock,USD,2017-11-20,2020-08-14
MMBIX,NMFQS,Mutual Fund,USD,1985-10-31,2020-08-14
MMBLX,NMFQS,Mutual Fund,USD,1999-04-30,2020-08-14
MMBMF,PINK,Stock,USD,2020-06-23,2020-08-14
MMBMX,NMFQS,Mutual Fund,USD,1993-01-29,2020-08-14
MMBRX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMBTX,NMFQS,Mutual Fund,USD,,
MMBUX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMBVX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMBWX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMBYX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMBZX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMC,NYSE,Stock,USD,1987-12-30,2020-08-14
MMC-26A,NYSE,Stock,USD,,
MMC-30,NYSE,Stock,USD,,
MMCBX,NMFQS,Mutual Fund,USD,1997-12-31,2020-08-14
MMCCQ,OTCGREY,Stock,USD,2017-10-17,2020-07-31
MMCE,NASDAQ,Stock,USD,,
MMCFX,NMFQS,Mutual Fund,USD,1994-07-07,2020-08-14
MMCGF,PINK,Stock,USD,2007-09-20,2020-08-14
MMCGX,NMFQS,Mutual Fund,USD,2014-01-02,2020-08-14
MMCIX,NMFQS,Mutual Fund,USD,2009-10-01,2020-08-14
MMCLX,NMFQS,Mutual Fund,USD,2002-01-02,2015-11-25
MMCMX,NMFQS,Mutual Fund,USD,2009-10-01,2020-08-14
MMCN,NASDAQ,Stock,USD,,
MMCRX,NMFQS,Mutual Fund,USD,2012-02-29,2020-08-14
MMCVX,NMFQS,Mutual Fund,USD,2005-08-03,2020-03-05
MMCXX,NMFQS,Mutual Fund,USD,,
MMCYX,NMFQS,Mutual Fund,USD,2002-01-02,2015-11-25
MMD,NYSE,ETF,USD,2012-08-03,2020-08-14
MMD1,NYSE,Stock,USD,,
MMDAX,NMFQS,Mutual Fund,USD,2006-07-03,2020-08-14
MMDCX,NMFQS,Mutual Fund,USD,2008-02-29,2020-08-14
MMDDF,PINK,Stock,USD,2018-05-08,2020-08-14
MMDDX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDEX,NMFQS,Mutual Fund,USD,2007-05-02,2020-08-14
MMDFX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDGX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDHX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDIX,NMFQS,Mutual Fund,USD,2017-01-03,2020-08-14
MMDJX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDKX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDM,NASDAQ,Stock,USD,2017-06-07,2019-09-11
MMDMR,NASDAQ,Stock,USD,2017-06-07,2019-09-10
MMDMU,NASDAQ,Stock,USD,2017-05-12,2019-09-10
MMDMW,NASDAQ,Stock,USD,2017-06-07,2019-09-09
MMDMX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDOX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMDRX,NMFQS,Mutual Fund,USD,2006-07-03,2020-08-14
MMDXF,OTCGREY,Stock,USD,,
MMDXX,NMFQS,Mutual Fund,USD,,
MMDZF,PINK,Stock,USD,2018-12-31,2019-03-22
MME,,Stock,USD,,
MMEAX,NMFQS,Mutual Fund,USD,1996-12-26,2020-08-14
MMECX,NMFQS,Mutual Fund,USD,1997-03-31,2020-08-14
MMEDF,OTCQB,Stock,USD,2020-03-03,2020-08-14
MMEG,PINK,Stock,USD,2015-10-06,2019-09-05
MMEGD,PINK,Stock,USD,2018-03-22,2018-04-17
MMELX,NMFQS,Mutual Fund,USD,2000-05-31,2020-08-14
MMEMX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMERX,NMFQS,Mutual Fund,USD,2004-07-29,2020-08-14
MMEX,PINK,Stock,USD,2011-05-31,2020-08-14
MMEXX,NMFQS,Mutual Fund,USD,,
MMEYX,NMFQS,Mutual Fund,USD,1996-12-26,2020-08-14
MMFBX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFDX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFEX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMFGX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFHX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFIX,NMFQS,Mutual Fund,USD,2020-04-28,2020-08-14
MMFJX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFKX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFLX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFOX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFPX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFQX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFRX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFTX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFUX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFVX,NMFQS,Mutual Fund,USD,2000-04-28,2020-08-14
MMFWX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMFYX,NMFQS,Mutual Fund,USD,2000-04-28,2020-08-14
MMFZX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMGAX,NMFQS,Mutual Fund,USD,1988-06-06,2020-08-14
MMGEX,NMFQS,Mutual Fund,USD,1999-04-30,2020-08-14
MMGFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMGMW,OTCBB,Stock,USD,2012-08-02,2017-09-18
MMGPX,NMFQS,Mutual Fund,USD,2017-02-01,2020-08-14
MMGR,NASDAQ,Stock,USD,,
MMGR1,,Stock,USD,,
MMGTX,NMFQS,Mutual Fund,USD,2017-02-01,2020-08-14
MMHAX,NMFQS,Mutual Fund,USD,2010-03-30,2020-08-14
MMHBX,NMFQS,Mutual Fund,USD,1993-09-07,2020-08-14
MMHCX,NMFQS,Mutual Fund,USD,1998-09-21,2020-08-14
MMHDF,OTCMKTS,Stock,USD,2017-11-01,2017-12-27
MMHDX,NMFQS,Mutual Fund,USD,2010-03-30,2020-08-14
MMHEX,NMFQS,Mutual Fund,USD,2019-11-01,2020-08-14
MMHIX,NMFQS,Mutual Fund,USD,2010-03-30,2020-08-14
MMHKX,NMFQS,Mutual Fund,USD,2017-06-08,2020-08-14
MMHTF,OTCMKTS,Stock,USD,2003-10-20,2020-08-14
MMHTX,NMFQS,Mutual Fund,USD,,
MMHVX,NMFQS,Mutual Fund,USD,2010-03-30,2020-08-14
MMHYX,NMFQS,Mutual Fund,USD,1984-02-23,2020-08-14
MMI,NYSE,Stock,USD,2013-10-31,2020-08-14
MMI1,,Stock,USD,,
MMI2,NYSE,Stock,USD,,
MMIAX,NMFQS,Mutual Fund,USD,1997-12-31,2020-08-14
MMIBX,NMFQS,Mutual Fund,USD,1986-12-29,2020-08-14
MMICX,NMFQS,Mutual Fund,USD,1993-12-31,2020-08-14
MMIDX,NMFQS,Mutual Fund,USD,2007-06-25,2020-08-14
MMIEX,NMFQS,Mutual Fund,USD,1998-02-27,2020-08-14
MMIFX,NMFQS,Mutual Fund,USD,1991-09-18,2020-08-14
MMIGX,NMFQS,Mutual Fund,USD,2007-06-25,2020-08-14
MMIIX,NMFQS,Mutual Fund,USD,2011-06-01,2020-08-14
MMIJX,NMFQS,Mutual Fund,USD,,
MMIN,NYSE ARCA,ETF,USD,2017-10-18,2020-08-14
MMINX,NMFQS,Mutual Fund,USD,2002-12-30,2020-08-14
MMIO,OTCMKTS,Stock,USD,1996-12-20,2020-08-14
MMIRF,OTCGREY,Stock,USD,2001-06-28,2020-08-14
MMISX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMIT,NYSE ARCA,ETF,USD,2017-10-18,2020-08-14
MMITX,NMFQS,Mutual Fund,USD,,
MMIUX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMIXX,NMFQS,Mutual Fund,USD,,
MMIYX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMIZX,NMFQS,Mutual Fund,USD,2011-12-07,2020-08-14
MMJ,PINK,Stock,USD,2017-05-30,2020-08-14
MMJAX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMJFF,OTCQB,Stock,USD,2015-02-23,2020-08-14
MMJNX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMJSX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMJTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMJUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMJYX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMJZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMKAX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMKBX,NMFQS,Mutual Fund,USD,1995-12-29,2020-08-14
MMKNX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMKSX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMKTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMKUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMKYX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMKZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMLAX,NMFQS,Mutual Fund,USD,2000-04-28,2019-01-10
MMLDX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMLG,,ETF,USD,2020-07-22,2020-08-14
MMLP,NASDAQ,Stock,USD,2002-11-01,2020-08-14
MMLRX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMLTF,OTCGREY,Stock,USD,2013-04-08,2020-08-14
MMLXX,NMFQS,Mutual Fund,USD,,
MMLYX,NMFQS,Mutual Fund,USD,2000-04-28,2019-01-10
MMM,NYSE,Stock,USD,1970-01-02,2020-08-14
MMMB,OTCQB,Stock,USD,2013-05-22,2020-08-14
MMMDF,OTCMKTS,Stock,USD,2016-07-27,2019-09-16
MMMKF,PINK,Stock,USD,2009-06-11,2020-08-14
MMMM,PINK,Stock,USD,2007-07-17,2020-08-14
MMMMX,NMFQS,Mutual Fund,USD,,
MMMPX,NMFQS,Mutual Fund,USD,2014-01-02,2020-08-14
MMMRF,PINK,Stock,USD,2019-01-09,2020-08-14
MMMSX,NMFQS,Mutual Fund,USD,,
MMMW,PINK,Stock,USD,2001-12-26,2020-08-14
MMMXX,NMFQS,Mutual Fund,USD,,
MMND,OTCQB,Stock,USD,2005-02-04,2020-08-14
MMNFF,OTCQX,Stock,USD,2018-05-30,2020-08-14
MMNGF,PINK,Stock,USD,2016-07-12,2020-08-14
MMNNF,OTCGREY,Stock,USD,2017-10-05,2020-08-14
MMNRX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMNT,PINK,Stock,USD,2018-01-18,2020-08-14
MMNTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMNUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMNWF,OTCGREY,Stock,USD,2019-01-09,2020-08-14
MMNXX,NMFQS,Mutual Fund,USD,,
MMNZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMOEF,OTCGREY,Stock,USD,2016-03-24,2020-08-14
MMOIX,NMFQS,Mutual Fund,USD,2010-07-30,2019-05-24
MMOMX,NMFQS,Mutual Fund,USD,2010-07-30,2019-05-24
MMP,NYSE,Stock,USD,2001-03-19,2020-08-14
MMPCX,NMFQS,Mutual Fund,USD,1999-06-09,2020-08-14
MMPDX,NMFQS,Mutual Fund,USD,,
MMPIX,NMFQS,Mutual Fund,USD,2012-06-22,2020-08-06
MMPLX,NMFQS,Mutual Fund,USD,2012-06-22,2020-08-06
MMPM,PINK,Stock,USD,2018-01-12,2018-01-12
MMPPX,NMFQS,Mutual Fund,USD,2012-06-22,2020-08-06
MMPT,NASDAQ,Stock,USD,,
MMPWQ,PINK,Stock,USD,2009-12-10,2019-04-15
MMPXX,NMFQS,Mutual Fund,USD,,
MMQAX,NMFQS,Mutual Fund,USD,2006-03-31,2020-08-14
MMQFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMQIX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMQLX,NMFQS,Mutual Fund,USD,2006-03-31,2020-08-14
MMQSX,NMFQS,Mutual Fund,USD,2006-03-31,2020-08-14
MMQTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMQYX,NMFQS,Mutual Fund,USD,2006-03-31,2020-08-14
MMR,NYSE,Stock,USD,,
MMRAX,NMFQS,Mutual Fund,USD,2005-04-04,2020-08-14
MMRBX,NMFQS,Mutual Fund,USD,2005-04-04,2020-08-14
MMRCX,NMFQS,Mutual Fund,USD,2005-04-04,2020-08-14
MMRDX,NMFQS,Mutual Fund,USD,2008-02-28,2020-08-14
MMRF,OTCMKTS,Stock,USD,2017-09-22,2020-07-24
MMRFX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMRGF,OTCQX,Stock,USD,2010-12-07,2020-08-14
MMRHX,NMFQS,Mutual Fund,USD,2016-03-01,2020-08-14
MMRIX,NMFQS,Mutual Fund,USD,2005-04-04,2020-08-14
MMRJX,NMFQS,Mutual Fund,USD,,
MMRKX,NMFQS,Mutual Fund,USD,2019-06-14,2020-08-14
MMRNX,NMFQS,Mutual Fund,USD,2007-12-18,2020-08-14
MMRTF,OTCMKTS,Stock,USD,2017-11-21,2019-06-06
MMRTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMRTY,PINK,Stock,USD,2009-05-01,2020-08-14
MMRUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMRXX,NMFQS,Mutual Fund,USD,,
MMRYX,NMFQS,Mutual Fund,USD,2007-12-18,2020-08-14
MMRZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMS,NYSE,Stock,USD,1997-06-13,2020-08-14
MMSCX,NMFQS,Mutual Fund,USD,2007-05-02,2020-08-14
MMSD,,ETF,USD,,
MMSDF,OTCGREY,Stock,USD,2007-08-07,2020-08-14
MMSDX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMSGF,OTCGREY,Stock,USD,2017-06-01,2020-08-14
MMSGX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMSI,NASDAQ,Stock,USD,1992-02-26,2020-08-14
MMSIX,NMFQS,Mutual Fund,USD,2007-05-02,2020-08-14
MMSJX,NMFQS,Mutual Fund,USD,2018-01-17,2020-07-15
MMSKX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMSLX,NMFQS,Mutual Fund,USD,2005-01-03,2020-08-14
MMSMX,NMFQS,Mutual Fund,USD,,
MMSMY,PINK,Stock,USD,2014-12-19,2020-08-14
MMSNX,NMFQS,Mutual Fund,USD,2005-01-03,2020-08-14
MMSOX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMSQX,NMFQS,Mutual Fund,USD,2018-01-17,2020-08-13
MMSRX,NMFQS,Mutual Fund,USD,2004-07-29,2020-08-14
MMSSX,NMFQS,Mutual Fund,USD,2005-01-03,2020-08-14
MMSTX,NMFQS,Mutual Fund,USD,2017-01-03,2020-08-14
MMSVX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMSXX,NMFQS,Mutual Fund,USD,,
MMSY,NASDAQ,Stock,USD,2001-01-02,2014-03-25
MMSYX,NMFQS,Mutual Fund,USD,2005-01-03,2020-08-14
MMT,NYSE,ETF,USD,1987-03-05,2020-08-14
MMTC,PINK,Stock,USD,2014-02-18,2020-08-14
MMTFX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTGX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTHX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTIF,OTCQB,Stock,USD,1999-02-01,2020-08-14
MMTIX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTJX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTKX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTLX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTM,NYSE ARCA,ETF,USD,2012-10-25,2020-08-14
MMTM1,NASDAQ,Stock,USD,,
MMTMF,PINK,Stock,USD,2008-10-14,2020-08-14
MMTMX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTOF,PINK,Stock,USD,2007-07-16,2020-08-14
MMTOX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTPX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTQX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTRS,PINK,Stock,USD,2010-10-13,2020-08-14
MMTRX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTS,OTCMKTS,Stock,USD,2006-06-16,2020-08-14
MMTSX,NMFQS,Mutual Fund,USD,2007-12-18,2020-08-14
MMTTX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTUX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTV,OTCMKTS,Stock,USD,2007-12-20,2020-08-14
MMTVX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMTWX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMU,NYSE,ETF,USD,1992-07-17,2020-08-14
MMUBX,NMFQS,Mutual Fund,USD,1993-09-07,2020-08-14
MMUCX,NMFQS,Mutual Fund,USD,1993-12-31,2020-08-14
MMUFX,NMFQS,Mutual Fund,USD,1992-02-14,2020-08-14
MMUGX,NMFQS,Mutual Fund,USD,2005-04-01,2020-08-14
MMUHX,NMFQS,Mutual Fund,USD,2005-04-01,2020-08-14
MMUIX,NMFQS,Mutual Fund,USD,1996-12-31,2020-08-14
MMUJX,NMFQS,Mutual Fund,USD,2005-04-01,2020-08-14
MMUKX,NMFQS,Mutual Fund,USD,2012-06-01,2020-08-14
MMUS,NASDAQ,Stock,USD,,
MMUSX,NMFQS,Mutual Fund,USD,,
MMUTX,NMFQS,Mutual Fund,USD,2019-02-20,2020-08-14
MMV,AMEX,ETF,USD,1999-01-27,2019-01-18
MMVFX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMVYX,NMFQS,Mutual Fund,USD,2002-01-02,2020-08-14
MMWAX,NMFQS,Mutual Fund,USD,2014-01-02,2020-08-14
MMWBX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWCX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWDX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWEX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMWFX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWGX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWHX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWIX,NMFQS,Mutual Fund,USD,2016-01-04,2020-08-14
MMWSX,NMFQS,Mutual Fund,USD,2014-01-02,2020-08-14
MMWTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMWUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMWXX,NMFQS,Mutual Fund,USD,,
MMWYX,NMFQS,Mutual Fund,USD,2014-01-02,2020-08-14
MMWZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMX,NYSE,Stock,USD,2016-07-12,2020-08-14
MMX,,Stock,USD,,
MMX2,NYSE,Stock,USD,,
MMXAX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMXBX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMXCX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMXDX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMXEX,NMFQS,Mutual Fund,USD,2019-02-19,2020-08-14
MMXMY,PINK,Stock,USD,2016-01-06,2019-07-18
MMXNX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMXSX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMXT,,Stock,USD,,
MMXTX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMXUX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMXXF,PINK,Stock,USD,2014-03-12,2020-08-14
MMXYX,NMFQS,Mutual Fund,USD,2010-04-01,2020-08-14
MMXZX,NMFQS,Mutual Fund,USD,2015-01-02,2020-08-14
MMYAX,NMFQS,Mutual Fund,USD,2001-12-31,2020-08-14
MMYLX,NMFQS,Mutual Fund,USD,2002-01-02,2020-08-14
MMYT,NASDAQ,Stock,USD,2010-08-12,2020-08-14
MMZAX,NMFQS,Mutual Fund,USD,2006-12-15,2017-08-11
MMZFX,NMFQS,Mutual Fund,USD,2015-01-02,2017-12-22
MMZIX,NMFQS,Mutual Fund,USD,2015-01-02,2017-12-22
MMZLX,NMFQS,Mutual Fund,USD,2006-12-15,2017-08-11
MMZSX,NMFQS,Mutual Fund,USD,2006-12-15,2017-12-22
MMZTX,NMFQS,Mutual Fund,USD,2015-01-02,2017-12-22
MMZYX,NMFQS,Mutual Fund,USD,2006-12-15,2017-12-22
MN,NYSE,Stock,USD,2011-11-18,2020-08-14
MNA,NYSE ARCA,ETF,USD,2009-11-17,2020-08-14
MNAP,PINK,Stock,USD,2005-11-22,2020-08-14
MNARF,OTCGREY,Stock,USD,2017-10-13,2020-08-14
MNAT,OTCQX,Stock,USD,2001-01-02,2020-08-14
MNAXX,NMFQS,Mutual Fund,USD,,
MNBAX,NMFQS,Mutual Fund,USD,1993-10-12,2020-08-14
MNBC,PINK,Stock,USD,2001-01-02,2020-04-30
MNBCX,NMFQS,Mutual Fund,USD,2003-10-01,2020-08-14
MNBEF,PINK,Stock,USD,2001-01-02,2020-08-14
MNBEY,PINK,Stock,USD,2007-07-18,2020-08-14
MNBIX,NMFQS,Mutual Fund,USD,2008-03-28,2020-08-14
MNBO,OTCQB,Stock,USD,2005-04-26,2020-08-14
MNBP,OTCQX,Stock,USD,2001-01-02,2020-08-14
MNBRX,NMFQS,Mutual Fund,USD,2010-06-30,2020-08-14
MNBT,OTCMKTS,Stock,USD,2012-05-30,2018-10-10
MNBWX,NMFQS,Mutual Fund,USD,2019-04-01,2020-08-14
MNBXX,NMFQS,Mutual Fund,USD,,
MNC,NYSE,Stock,USD,2006-12-28,2009-02-27
MNCCX,NMFQS,Mutual Fund,USD,2010-01-05,2020-08-14
MNCDX,NMFQS,Mutual Fund,USD,,
MNCEX,NMFQS,Mutual Fund,USD,2019-09-03,2020-08-13
MNCIX,NMFQS,Mutual Fund,USD,2008-03-28,2020-08-14
MNCL,NASDAQ,Stock,USD,2019-02-28,2020-08-14
MNCLU,NASDAQ,Stock,USD,2019-02-07,2020-08-14
MNCLW,NASDAQ,Stock,USD,2019-02-28,2020-08-14
MNCLX,NMFQS,Mutual Fund,USD,2017-01-03,2020-08-14
MNCPX,NMFQS,Mutual Fund,USD,2013-08-07,2020-08-14
MNCRX,NMFQS,Mutual Fund,USD,2010-07-02,2020-08-14
MNCSX,NMFQS,Mutual Fund,USD,,
MNCWX,NMFQS,Mutual Fund,USD,2019-04-01,2020-08-14
MNCYX,NMFQS,Mutual Fund,USD,,
MND,,Stock,USD,,
MND.A,,Stock,USD,,
MNDAX,NMFQS,Mutual Fund,USD,1996-12-31,2020-08-14
MNDBX,NMFQS,Mutual Fund,USD,1997-10-31,2020-08-14
MNDCX,NMFQS,Mutual Fund,USD,1997-10-31,2020-08-14
MNDFX,NMFQS,Mutual Fund,USD,2008-11-11,2020-08-14
MNDGX,NMFQS,Mutual Fund,USD,2005-03-31,2020-08-14
MNDHX,NMFQS,Mutual Fund,USD,2005-03-31,2020-08-14
MNDIX,NMFQS,Mutual Fund,USD,1996-12-31,2020-08-14
MNDJF,OTCQB,Stock,USD,2007-09-26,2020-08-14
MNDJX,NMFQS,Mutual Fund,USD,2005-03-31,2020-08-14
MNDKX,NMFQS,Mutual Fund,USD,2012-06-01,2020-08-14
MNDMF,OTCMKTS,Stock,USD,2017-10-13,2020-08-14
MNDO,NASDAQ,Stock,USD,2000-08-08,2020-08-14
MNDP,PINK,Stock,USD,2011-07-12,2020-08-14
